ID,ALIAS - BUSINESS,ASSOCIATES,CLASSIFIED LEVEL,EVIDENCE,INFLUENCES,LOCALITIES,NAKAMOTO INDEX,SCREEN COLOR,TEXT COLOR,Name,Description,Image
7696,Apache Pilot - 理想的な結び目,The Dutchman,LEVEL 1,"I haven't forgotten about you people who want non-UI, but I had to do so...",Smart Contracts Glossary (Szabo 1995),"Redmond, USA [I2P]",32,Black,White,CYPHERPUNK FILES #7696,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7696
7697,The Good Man - 安全な削除,Mr. Right,LEVEL 2,The transaction in whichever branch ends up getting ahead becomes the va...,PGP Web of Trust Misconceptions (Finney 1994),"Ithaca, USA [I2P]",51,Black,White,CYPHERPUNK FILES #7697,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7697
7698,Captain - シルク,Charlie Bravo,LEVEL 3,every time you move your mouse inside the Bitcoin window you're generati...,Steganography No Solution (Finney 1993),"Boulder, USA [Relay]",59,Black,White,CYPHERPUNK FILES #7698,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7698
7699,Jules - 漏洩,V.I.P.,LEVEL 2,"Yes, it's him.  He was supportive on the Cryptography list and ran one o...",Human Action: A Treatise on Economics (Mises 1949),"Louvain-la-Neuve, BEL [Proxy]",28,Black,White,CYPHERPUNK FILES #7699,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7699
7700,Space Shuttle - 証明書販売,Money,LEVEL 1,The heat from your computer is not wasted if you need to heat your home.,How to Time-Stamp a Digital Document (Haber and Stornetta 1991),"Langley, USA [Tor]",33,Black,White,CYPHERPUNK FILES #7700,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7700
7701,Q - タイムスタンプ,The Machine,LEVEL 1,"I don't believe a second, compatible implementation of Bitcoin will ever...",PGP Web of Trust Misconceptions (Finney 1994),"Osaka, JPN [I2P]",53,Black,White,CYPHERPUNK FILES #7701,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7701
7702,Sandstorm - スマートライフル,M,LEVEL 3,We don't want to lead with 'anonymous'. (I've been meaning to edit the h...,Smart Contracts: Building Blocks for Digital Markets (Szabo 1996),"Waterloo, CAN [Proxy]",35,Black,White,CYPHERPUNK FILES #7702,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7702
7703,The Soldier - ルートキット,ATAT,LEVEL 1,"The timestamp proves that the data must have existed at the time, obviou...",The Machinery of Freedom (Friedman 1989),"Amsterdam, NLD [Tor]",33,Black,White,CYPHERPUNK FILES #7703,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7703
7704,Mr. Right - 訴訟,The Way,LEVEL 4,"I love the idea of virtual, non-geographic communities experimenting wit...",Crypto Glossary (Hughes and May 1992),"Ithaca, USA [I2P]",28,Black,White,CYPHERPUNK FILES #7704,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7704
7705,The Boar - 匿名資格情報,Long One,LEVEL 4,I was trying to implement an eBay style marketplace built in to the client.,Denationalisation of Money: The Argument Refined (Hayek 1978),"Sydney, AUS [I2P]",35,Black,White,CYPHERPUNK FILES #7705,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7705
7706,The Belgian - ブロック暗号,Grill Master,LEVEL 2,I'm not grasping your idea yet.  Does it hide any information from the p...,Libertaria in Cyberspace (May 1992),"The Hague, NLD [Tor]",42,Black,White,CYPHERPUNK FILES #7706,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7706
7707,The Don - 電子商取引,The Swan,LEVEL 2,"If enough people think the same way, that becomes a self fulfilling prop...",Bit Gold Markets (Szabo 2008),"Eindhoven, NLD [VPN]",57,Black,White,CYPHERPUNK FILES #7707,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7707
7708,The Ram - 豪雨,Charlie Bravo,LEVEL 2,"I was also surprised how many issues they argued, and more surprised tha...",The God Protocols (Szabo 1999),"Cambridge, USA [Tor]",65,Black,White,CYPHERPUNK FILES #7708,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7708
7709,Molten Lava - ディージェイ,Liberty Bell,LEVEL 1,"There's a blog writer who wants to write a story about Bitcoin, but I do...",On Digital Cash-Like Payment Systems (Nagy 2005),"Bluffdale, USA [VPN]",35,Black,White,CYPHERPUNK FILES #7709,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7709
7710,The Face - 列車模型,Long One,LEVEL 3,Much more of the work was designing than coding.,Interpreting Power: The Principle of Least Authority (Szabo 2005),"Toronto, CAN [Proxy]",58,Black,White,CYPHERPUNK FILES #7710,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7710
7711,The Scribe - 暗号郵便リスト,Mr. Red,LEVEL 4,"Sweet, I was looking for a group like that on Usenet at one point to see...",Human Action: A Treatise on Economics (Mises 1949),"Sliema, MLT [VPN]",42,Black,White,CYPHERPUNK FILES #7711,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7711
7712,The Belgian - ブロック暗号,The Tailor,LEVEL 2,"If you're using free transactions, you're taking charity and there has t...",Multinational Small Business (Szabo 1993),"Osaka, JPN [I2P]",43,Black,White,CYPHERPUNK FILES #7712,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7712
7713,The Villain - 仮想経済,The Assassin,LEVEL 1,"You got a lot done with the Linux build, autostart, minimize to tray, se...",Secure Names for Bit-Strings (Stornetta and Haber 1997),"Berkeley, USA [Tor]",49,Black,White,CYPHERPUNK FILES #7713,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7713
7714,The Repeater - タイムスタンプ,Thommy Boy,LEVEL 1,"For some things newness is a virtue but for this type of software, matur...",Intrapolynomial Cryptography (Szabo 1999),"Fort Meade, USA [Relay]",64,Black,Green,CYPHERPUNK FILES #7714,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7714
7715,The Kiwi - 監視研究,The Gripper,LEVEL 3,"If there was a transaction for each transaction fee, then what about the...",The Cyphernomicon (May 1994),"Sliema, MLT [VPN]",31,Black,White,CYPHERPUNK FILES #7715,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7715
7716,The Kazoo - ハードウェア暗号,The Hawk,LEVEL 1,"Sweet, I was looking for a group like that on Usenet at one point to see...",Patterns of Integrity: Separation of Duties (Szabo 2004),"Arlington, USA [I2P]",52,Black,White,CYPHERPUNK FILES #7716,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7716
7717,Apache Pilot - 理想的な結び目,Liberty Bell,LEVEL 3,It's the same situation as gold and gold mining.  The marginal cost of g...,What Has Government Done to Our Money? (Rothbard 1963),"Stanford, USA [Tor]",35,Black,White,CYPHERPUNK FILES #7717,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7717
7718,Mr. Anderson - 蛇口,The Brother,LEVEL 1,We don't want to lead with 'anonymous'. (I've been meaning to edit the h...,Online Cash Checks (Chaum 1989),"Exeter, GBR [Tor]",69,Black,White,CYPHERPUNK FILES #7718,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7718
7719,Stic Man - りんご,The Haberdasher,LEVEL 2,I think it's essential for a program of this nature to be open source.,Proplets: Devices for Controlling Property (Szabo 2001),"Bochum, DEU [Relay]",46,Black,White,CYPHERPUNK FILES #7719,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7719
7720,Running Man - 再利用可能証明,The Haberdasher,LEVEL 2,I've moved on to other things and probably won't be around in the future.,The Coming Jurisdictional Swamp of Global Internetworking (Barnes 1994),"Van Nuys, USA [Proxy]",61,Black,White,CYPHERPUNK FILES #7720,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7720
7721,Bluebird - 短文投稿,Mr. Right,LEVEL 1,The probability of an attacker catching up from a given deficit is analo...,The Cyphernomicon (May 1994),"Dublin, IRL [VPN]",61,Black,White,CYPHERPUNK FILES #7721,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7721
7722,Riggs - リカルディアン,The Belgian,LEVEL 4,It will reach an equilibrium where it's not worth it for more nodes to j...,How to Share a Secret (Shamir 1979),"Santa Barbara, USA [Proxy]",64,Black,White,CYPHERPUNK FILES #7722,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7722
7723,Ms. Crypto - 統計的ノイズ,Mojo Man,LEVEL 1,It might make sense just to get some in case it catches on.,Pricing via Processing or Combatting Junk Mail (Naor and Dwork 1993),"Eindhoven, NLD [VPN]",48,Black,White,CYPHERPUNK FILES #7723,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7723
7724,The Scribe - 暗号郵便リスト,Q,LEVEL 2,"Like cash, you don't keep your entire net worth in your pocket, just wal...",Negative Reputations (Szabo 1996),"Bochum, DEU [Relay]",46,Black,White,CYPHERPUNK FILES #7724,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7724
7725,Young Gun - 輸出規制,Liberty Bell,LEVEL 2,Any needed rules and incentives can be enforced with this consensus mech...,RPOW - Reusable Proofs of Work (Finney 2004),"Langley, USA [Tor]",49,Black,White,CYPHERPUNK FILES #7725,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7725
7726,Goldfinger - 消えるメッセージ,The Navigator,LEVEL 3,There is no way for the software to automatically know if one chain is b...,Advances in Distributed Security (Szabo 2003),"Bochum, DEU [Relay]",32,Black,White,CYPHERPUNK FILES #7726,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7726
7727,The Finn - フォーラムビルダー,Stic Man,LEVEL 3,There are donors I can tap if we come up with something that needs fundi...,The Mystery of Banking (Rothbard 1983),"Boulder, USA [Relay]",64,Black,White,CYPHERPUNK FILES #7727,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7727
7728,Youngster - アーカイブ,Mr. Toad,LEVEL 2,"Technically, yes, the genesis block is a block.  It's a hardcoded block ...",Against Intellectual Monopoly (Boldrin and Levine 2008),"Arcadia, USA [Relay]",37,Black,White,CYPHERPUNK FILES #7728,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7728
7729,The Swan - 暗号郵便,Money,LEVEL 4,"Using multiple copies of wallet.dat is not recommended or supported, in ...",Smart Liens (Szabo 1994),"Zurich, CHE [I2P]",43,Black,White,CYPHERPUNK FILES #7729,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7729
7730,The Ram - 豪雨,Agent Zero,LEVEL 2,We don't want to lead with 'anonymous'. (I've been meaning to edit the h...,Bit Gold (Szabo 2005),"Haasrode, BEL [Tor]",72,Black,White,CYPHERPUNK FILES #7730,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7730
7731,ATAT - 暗い,Running Man,LEVEL 2,"circulation will be 21,000,000... distributed to network nodes when they...",Proplets: Devices for Controlling Property (Szabo 2001),"Haifa, ISR [Relay]",74,Black,White,CYPHERPUNK FILES #7731,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7731
7732,The Caller - 暗号電話,The Diffuser,LEVEL 2,"I think you would find it interesting, since it finds a new use for hash...",How to Share a Secret (Shamir 1979),"Redmond, USA [I2P]",48,Black,White,CYPHERPUNK FILES #7732,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7732
7733,The Cook - 無料暗号化,Letter S,LEVEL 2,"I was also surprised how many issues they argued, and more surprised tha...",Confidential Auditing (Szabo 1998),"Melbourne, AUS [Tor]",45,Black,White,CYPHERPUNK FILES #7733,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7733
7734,The Ram - 豪雨,Molten Lava,LEVEL 4,"Gold, for instance, is pretty, non-corrosive and easily malleable, but m...",A Formal Language for Analyzing Contracts (Szabo 2002),"Bletchley Park, GBR [VPN]",64,Black,White,CYPHERPUNK FILES #7734,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7734
7735,The Hawk - 零知識証明,Money,LEVEL 1,I don't know what you're talking about accepting easier difficulties.,On the Origins of Money (Menger 1892),"Washington D.C., USA [Tor]",31,Black,White,CYPHERPUNK FILES #7735,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7735
7736,ATAT - 暗い,The Soldier,LEVEL 2,"That means a lot coming from you, Hal.  Thanks.",Multinational Small Business (Szabo 1993),"Louvain-la-Neuve, BEL [Proxy]",62,Black,White,CYPHERPUNK FILES #7736,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7736
7737,The Soldier - ルートキット,The Tailor,LEVEL 2,"Nodes collect new transactions into a block, hash them into a hash tree.",Interpreting Power: The Principle of Least Authority (Szabo 2005),"Stanford, USA [Tor]",38,Black,White,CYPHERPUNK FILES #7737,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7737
7738,Q - タイムスタンプ,Horoscope,LEVEL 1,The only way to confirm the absence of a transaction is to be aware of a...,Against Intellectual Monopoly (Boldrin and Levine 2008),"Melbourne, AUS [Tor]",25,Black,White,CYPHERPUNK FILES #7738,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7738
7739,The Ox - 暗号特許,The Godfather,LEVEL 1,"If you haven't already, try aligning thash.  It might matter.  Couldn't ...",Lucre: Anonymous Electronic Tokens v1.8 (Laurie 2008),"Waterloo, CAN [Proxy]",34,Black,White,CYPHERPUNK FILES #7739,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7739
7740,The Ram - 豪雨,Mayhem,LEVEL 1,Sigh... why delete a wallet instead of moving it aside and keeping the o...,Secure Property Titles with Owner Authority (Szabo 1998),"Zurich, CHE [I2P]",68,Black,White,CYPHERPUNK FILES #7740,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7740
7741,Max Power - 機密取引,The Provost,LEVEL 1,The transaction in whichever branch ends up getting ahead becomes the va...,"The Byzantine Generals Problem (Lamport, Shostak, and Pease 1982)","Sydney, AUS [I2P]",73,Black,White,CYPHERPUNK FILES #7741,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7741
7742,Van Helsing - リメーラー,Mountain Man,LEVEL 1,"Bitcoin uses EC-DSA, which can only do digital signing, not encryption.",Human Action: A Treatise on Economics (Mises 1949),"Haifa, ISR [Relay]",42,Black,White,CYPHERPUNK FILES #7742,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7742
7743,The Piercer - 決済システム,The Gardener,LEVEL 1,We don't want to lead with 'anonymous'. (I've been meaning to edit the h...,Financial Cryptography in 7 Layers (Grigg 2000),"Cheltenham, GBR [Proxy]",33,Black,White,CYPHERPUNK FILES #7743,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7743
7744,The Boar - 匿名資格情報,Yorkie,LEVEL 2,"I'm not going to be much help right now either, pretty busy with work, a...",The Beauty of ECash (Finney 1994),"Delft, NLD [Relay]",41,Black,White,CYPHERPUNK FILES #7744,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7744
7745,Crystal - 学生,Snowman,LEVEL 2,every time you move your mouse inside the Bitcoin window you're generati...,The Theory of Money and Credit (Mises 1912),"The Hague, NLD [Tor]",43,Black,White,CYPHERPUNK FILES #7745,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7745
7746,Apache Pilot - 理想的な結び目,Captain,LEVEL 1,"If you haven't already, try aligning thash.  It might matter.  Couldn't ...",The Geodesic Market (Hettinga 1998),"New York, USA [Relay]",43,Black,White,CYPHERPUNK FILES #7746,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7746
7747,The Finn - フォーラムビルダー,The Hitman,LEVEL 2,"If a majority of CPU power is controlled by honest nodes, the honest cha...",The Beauty of ECash (Finney 1994),"Toronto, CAN [Proxy]",74,Black,White,CYPHERPUNK FILES #7747,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7747
7748,ATAT - 暗い,Thommy Boy,LEVEL 4,The advantage of letting bitcoin download and verify the blocks is that ...,Why I Wrote PGP (Zimmermann 1991),"Toronto, CAN [Proxy]",74,Black,White,CYPHERPUNK FILES #7748,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7748
7749,The Godfather - デジタルキャッシュ,The Cook,LEVEL 1,"I know this sounds really retarded, but I still haven't been able to get...","Capability-based Financial Instruments (Morningstar, Frantz, and Miller 2000)","Ithaca, USA [I2P]",75,Black,White,CYPHERPUNK FILES #7749,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7749
7750,Bluebird - 短文投稿,Sakou,LEVEL 4,It is strictly necessary that the longest chain is always considered the...,Blind Signatures for Untraceable Payments (Chaum 1982),"Leiden, NLD [Proxy]",63,Black,White,CYPHERPUNK FILES #7750,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7750
7751,Bluebird - 短文投稿,Goldszmith,LEVEL 1,"They concede that something is flammable, but argue that it'll never bur...",Truledger in Plain English (St. Clair 2008),"Exeter, GBR [Tor]",65,Black,White,CYPHERPUNK FILES #7751,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7751
7752,The Kiwi - 監視研究,Van Helsing,LEVEL 3,"Oh great, now we're screwed.",The Crypto Anarchist Manifesto (May 1988),"Grand Cayman, CYM [Proxy]",38,Black,White,CYPHERPUNK FILES #7752,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7752
7753,Mt. Mox - 消える会話,Mojo Man,LEVEL 3,Being open source means anyone can independently review the code.,Why I Wrote PGP (Zimmermann 1991),"Leuven, BEL [Relay]",39,Black,White,CYPHERPUNK FILES #7753,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7753
7754,Cold Boot - 弱い鍵,Van Helsing,LEVEL 1,we will need to use a proof-of-work system similar to Adam Back's Hashca...,Online Cash Checks (Chaum 1989),"Exeter, GBR [Tor]",58,Black,White,CYPHERPUNK FILES #7754,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7754
7755,The Villain - 仮想経済,The Diffuser,LEVEL 1,You could say coins are issued by the majority.,The Beauty of ECash (Finney 1994),"Arcadia, USA [Relay]",25,Black,White,CYPHERPUNK FILES #7755,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7755
7756,The Haberdasher - 連鎖証明,The Gripper,LEVEL 4,"You try it, I'm stumped.",Quorum Systems (Szabo 1998),"Austin, USA [Proxy]",32,Black,White,CYPHERPUNK FILES #7756,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7756
7757,Cold Boot - 弱い鍵,Charlie Bravo,LEVEL 1,The design supports a tremendous variety of possible transaction types t...,Libertaria in Cyberspace (May 1992),"Chicago, USA [VPN]",49,Black,White,CYPHERPUNK FILES #7757,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7757
7758,The Cook - 無料暗号化,Dashboard,LEVEL 2,It would be unwise to have permanently recorded plaintext messages for e...,Secure Names for Bit-Strings (Stornetta and Haber 1997),"Sydney, AUS [I2P]",32,Black,White,CYPHERPUNK FILES #7758,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7758
7759,Bluebird - 短文投稿,The Belgian,LEVEL 2,We don't want to lead with 'anonymous'. (I've been meaning to edit the h...,Smart Contracts: Building Blocks for Digital Markets (Szabo 1996),"Osaka, JPN [I2P]",74,Black,White,CYPHERPUNK FILES #7759,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7759
7760,Cold Boot - 弱い鍵,Old Man River,LEVEL 3,Nodes work all at once with little coordination.,Contracts in Cyberspace (Friedman 2000),"Exeter, GBR [Tor]",54,Black,White,CYPHERPUNK FILES #7760,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7760
7761,Mojo Man - ファイル共有,Jaws,LEVEL 1,It's the same situation as gold and gold mining.  The marginal cost of g...,Credit with Privity (Szabo 1996),"Arcadia, USA [Relay]",75,Black,White,CYPHERPUNK FILES #7761,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7761
7762,Running Man - 再利用可能証明,Old Man River,LEVEL 1,Any needed rules and incentives can be enforced with this consensus mech...,"Secrecy, Authentication, and Public Key Systems (Merkle 1979)","Bluffdale, USA [VPN]",61,Black,White,CYPHERPUNK FILES #7762,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7762
7763,The Carrier - フロッピーディスク,Snowman,LEVEL 1,The money is never truly burned.  You have the option to release it at a...,Scarce Objects (Szabo 2004),"Cambridge, USA [Tor]",40,Black,White,CYPHERPUNK FILES #7763,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7763
7764,Goldszmith - スマートコントラクト,Mr. Red,LEVEL 1,"circulation will be 21,000,000... distributed to network nodes when they...",A Declaration of the Independence of Cyberspace (Barlow 1996),"Boulder, USA [Relay]",72,Black,White,CYPHERPUNK FILES #7764,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7764
7765,Sakou - 九州,Fireman,LEVEL 1,"I think this is the first time we're trying a decentralized, non-trust-b...",The Cyphernomicon (May 1994),"Leiden, NLD [Proxy]",66,Black,White,CYPHERPUNK FILES #7765,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7765
7766,The Way - 電子現金提案,The Scribe,LEVEL 1,Eventually there'll be some interest in brute force scanning bitcoin add...,Bit Gold (Szabo 2005),"Grand Cayman, CYM [Proxy]",72,Black,White,CYPHERPUNK FILES #7766,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7766
7767,Tall Man - 無料ソフトウェア,Next of Kin,LEVEL 3,"I don't believe a second, compatible implementation of Bitcoin will ever...",Hashcash - A Denial of Service Counter-Measure (Back 2002),"Van Nuys, USA [Proxy]",26,Black,White,CYPHERPUNK FILES #7767,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7767
7768,The Machine - パラジウム,Young Gun,LEVEL 1,every time you move your mouse inside the Bitcoin window you're generati...,Politics vs Technology (Finney 1994),"Eindhoven, NLD [VPN]",33,Black,White,CYPHERPUNK FILES #7768,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7768
7769,Goldfinger - 消えるメッセージ,Fireman,LEVEL 1,"The nature of Bitcoin is such that once version 0.1 was released, the co...",From Crossbows To Cryptography: Techno-Thwarting The State (Hammill 1987),"Leuven, BEL [Relay]",41,Black,White,CYPHERPUNK FILES #7769,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7769
7770,Van Helsing - リメーラー,The Heater,LEVEL 2,"My writing is not that great, I'm a much better coder.",Smart Contracts: Building Blocks for Digital Markets (Szabo 1996),"Palo Alto, USA [Proxy]",26,Black,White,CYPHERPUNK FILES #7770,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7770
